"game_id","season","week","game_type","home_team","away_team","home_score","away_score","home_epa","home_success","home_ypp","home_turnovers","away_epa","away_success","away_ypp","away_turnovers","epa_diff","success_diff","ypp_diff","turnover_diff","home_win_prob","away_win_prob","predicted_winner","actual_winner","correct"
"2026_01_ARI_LAC",2026,1,"REG","LAC","ARI",14,26,-0.00915701556090275,0.436783585919304,4.21690959456781,1.08910891089109,-0.0110979337489479,0.442394963282189,4.18751104923975,1.18811881188119,0.00194091818804515,-0.00561137736288414,0.0293985453280579,-0.0990099009900989,0.489741057157516,0.510258942842484,"ARI","ARI",TRUE
"2026_01_MIA_LV",2026,1,"REG","LV","MIA",27,13,-0.0559820321314891,0.435244111326311,4.03950325102562,1.4950495049505,0.00418322495838135,0.450919823477113,4.29563475355334,1.34653465346535,-0.0601652570898704,-0.0156757121508014,-0.256131502527722,0.148514851485148,0.403845757246017,0.596154242753983,"MIA","LV",FALSE
"2026_01_GB_MIN",2026,1,"REG","MIN","GB",39,22,-0.0179798574699003,0.439425078554857,4.26408810337713,1.45544554455446,0.0718474431799367,0.472401713793199,4.56855925550862,0.930693069306931,-0.0898273006498371,-0.0329766352383412,-0.304471152131488,0.524752475247525,0.395006060600281,0.604993939399719,"GB","MIN",FALSE
"2026_01_WAS_PHI",2026,1,"REG","PHI","WAS",24,22,0.0286923353297711,0.450682912675821,4.30087740209674,1.1980198019802,-0.0173082273260969,0.444324613199865,4.02838799831617,1.40594059405941,0.046000562655868,0.00635829947595645,0.27248940378057,-0.207920792079208,0.553280830383301,0.446719169616699,"PHI","PHI",TRUE
"2026_01_DAL_NYG",2026,1,"REG","NYG","DAL",28,20,-0.060504918490756,0.419117957753161,3.76690351756812,1.25742574257426,0.0296621279930351,0.459741696399496,4.33928269639531,1.31683168316832,-0.0901670464837911,-0.0406237386463349,-0.572379178827184,-0.0594059405940595,0.383966624736786,0.616033375263214,"DAL","NYG",FALSE
"2026_01_DEN_KC",2026,1,"REG","KC","DEN",31,10,0.0755370419488789,0.479289832235956,4.53746465448361,1.14851485148515,-0.0229678237905911,0.42532530510548,4.0413101913535,1.30693069306931,0.09850486573947,0.0539645271304768,0.49615446313011,-0.158415841584159,0.665277004241943,0.334722995758057,"KC","KC",TRUE
"2026_02_DET_BUF",2026,2,"REG","BUF","DET",41,31,0.0992934405377967,0.485714932094697,4.69977501400017,1.24752475247525,0.0323907734687704,0.45847944554244,4.54849233186231,1.1078431372549,0.0669026670690263,0.0272354865522568,0.151282682137855,0.139681615220346,0.650886237621307,0.349113762378693,"BUF","BUF",TRUE
"2026_02_CAR_ATL",2026,2,"REG","ATL","CAR",3,34,-0.0314662970130751,0.440752258475651,4.16997152600461,1.34313725490196,-0.0628658109134783,0.428934554037946,3.8071137910017,1.38235294117647,0.0313995139004032,0.0118177044377044,0.362857735002912,-0.0392156862745099,0.596119165420532,0.403880834579468,"ATL","CAR",FALSE
"2026_02_NO_BAL",2026,2,"REG","BAL","NO",17,24,0.0603480382207288,0.471493361014296,4.62371930106734,1.20588235294118,-0.0481330498601587,0.430527572585719,4.10022717049303,1.19607843137255,0.108481088080887,0.0409657884285773,0.523492130574316,0.00980392156862742,0.722280025482178,0.277719974517822,"BAL","NO",FALSE
"2026_02_MIN_CHI",2026,2,"REG","CHI","MIN",3,9,-0.0326098630520466,0.427157595803777,3.96178216470906,1.26470588235294,-0.0169458245686473,0.439318670221686,4.25041123588371,1.45098039215686,-0.0156640384833993,-0.0121610744179092,-0.288629071174642,-0.186274509803922,0.475420385599136,0.524579614400864,"MIN","MIN",TRUE
"2026_02_CIN_HOU",2026,2,"REG","HOU","CIN",6,20,-0.0413456089384,0.416734277907296,4.00233274005915,1.15686274509804,0.0200774169342374,0.459980320838974,4.16772795342074,1.20792079207921,-0.0614230258726374,-0.0432460429316782,-0.165395213361594,-0.0510580469811686,0.421985298395157,0.578014701604843,"CIN","CIN",TRUE
"2026_02_PIT_NE",2026,2,"REG","NE","PIT",20,3,-0.0313929479995666,0.44499093919006,4.13870524844492,1.36274509803922,-0.0209488322502399,0.43261838133903,3.90518621322646,1.02941176470588,-0.0104441157493267,0.0123725578510299,0.23351903521846,0.333333333333333,0.496823012828827,0.503176987171173,"PIT","NE",FALSE
"2026_02_GB_NYJ",2026,2,"REG","NYJ","GB",17,20,-0.0891121938347169,0.412812672138272,3.67757375118769,1.41176470588235,0.0700693431405858,0.471735955638584,4.57098604667053,0.941176470588235,-0.159181536975303,-0.0589232835003114,-0.893412295482834,0.470588235294118,0.329239100217819,0.670760899782181,"GB","GB",TRUE
"2026_02_CLE_TB",2026,2,"REG","TB","CLE",19,23,0.0267949466041831,0.454355121222781,4.34878840355195,1.19607843137255,-0.0665669380458987,0.415112999415563,3.94292603288474,1.52941176470588,0.0933618846500817,0.0392421218072186,0.405862370667212,-0.333333333333333,0.671213746070862,0.328786253929138,"TB","CLE",FALSE
"2026_02_PHI_TEN",2026,2,"REG","TEN","PHI",20,24,-0.0322915935026841,0.433501311277847,3.89456060980925,1.24509803921569,0.0286971577218398,0.450293461611446,4.30201259096508,1.18627450980392,-0.0609887512245239,-0.0167921503335997,-0.407451981155823,0.0588235294117647,0.436396300792694,0.563603699207306,"PHI","PHI",TRUE
"2026_02_JAX_DEN",2026,2,"REG","DEN","JAX",20,13,-0.0250479791362073,0.425418023768128,4.02706435902766,1.31372549019608,-0.0156382091585164,0.440939712819481,4.0942092875255,1.45098039215686,-0.00940976997769093,-0.0155216890513531,-0.0671449284978332,-0.137254901960784,0.507161796092987,0.492838203907013,"DEN","DEN",TRUE
"2026_02_LV_LAC",2026,2,"REG","LAC","LV",14,26,-0.0112938311225297,0.43628290650553,4.21310235764628,1.09803921568627,-0.0554184334689495,0.435465554600575,4.03457268352394,1.5,0.0441246023464197,0.000817351904954855,0.178529674122342,-0.401960784313725,0.579116523265839,0.420883476734161,"LAC","LV",FALSE
"2026_02_SEA_ARI",2026,2,"REG","ARI","SEA",7,31,-0.0107287193205551,0.442590753753911,4.1887970322735,1.17647058823529,0.0270048297605146,0.463542811916792,4.35194935146846,1.14705882352941,-0.0377335490810697,-0.020952058162881,-0.163152319194964,0.0294117647058825,0.44169807434082,0.55830192565918,"SEA","SEA",TRUE
"2026_02_WAS_DAL",2026,2,"REG","DAL","WAS",37,20,0.0313409763807901,0.459923256920729,4.33140964921553,1.31372549019608,-0.0169581408501401,0.444216855554114,4.02139014285791,1.3921568627451,0.0482991172309302,0.0157064013666144,0.310019506357624,-0.0784313725490196,0.558761060237885,0.441238939762115,"DAL","DAL",TRUE
"2026_02_MIA_SF",2026,2,"REG","SF","MIA",35,13,0.0513220821396642,0.47403403296657,4.74032469296063,1.41176470588235,0.00203370889119807,0.450076147412287,4.28830446386635,1.35294117647059,0.0492883732484661,0.0239578855542836,0.452020229094284,0.0588235294117647,0.58098441362381,0.41901558637619,"SF","SF",TRUE
"2026_02_IND_KC",2026,2,"REG","KC","IND",33,30,0.0754946882858939,0.479079454716988,4.53984723438944,1.14705882352941,-0.00850007809933818,0.444997390739272,4.23915591565821,1.36274509803922,0.0839947663852321,0.034082063977716,0.300691318731237,-0.215686274509804,0.619370520114899,0.380629479885101,"KC","KC",TRUE
"2026_02_NYG_LA",2026,2,"REG","LA","NYG",28,6,0.00414400798930682,0.457171141791115,4.38794508363297,1.16666666666667,-0.0575341062640967,0.420545290347277,3.77651218849204,1.25490196078431,0.0616781142534035,0.0366258514438382,0.611432895140937,-0.088235294117647,0.60128915309906,0.39871084690094,"LA","LA",TRUE
"2026_03_ATL_GB",2026,3,"REG","GB","ATL",14,35,0.06894458823329,0.471243884531208,4.55271617426779,0.941747572815534,-0.0357511116113477,0.439982292695621,4.16334854883999,1.37864077669903,0.104695699844638,0.0312615918355879,0.389367625427806,-0.436893203883495,0.647821187973022,0.352178812026978,"GB","ATL",FALSE
