"game_id","home_team","away_team","home_epa","home_success","home_ypp","home_turnovers","away_epa","away_success","away_ypp","away_turnovers","epa_diff","success_diff","ypp_diff","turnover_diff","home_win_prob","away_win_prob","predicted_winner","home_score","away_score","actual_winner","correct"
"2025_01_DAL_PHI","PHI","DAL",0.0330992112869738,0.450696619505346,4.28943908851884,0.0134105782641347,0.0317798450601983,0.460626029654036,4.34685236768802,0.015174672489083,0.00131936622677548,-0.00992941014869009,-0.0574132791691797,-0.00176409422494822,0.726984173059464,0.273015826940536,"PHI",24,20,"PHI",TRUE
"2025_01_KC_LAC","LAC","KC",-0.0102479865610918,0.43659729330149,4.20592985694509,0.0131206877050107,0.0801877463910782,0.480596088171375,4.56825097051726,0.0136648515360115,-0.09043573295217,-0.0439987948698855,-0.362321113572174,-0.000544163831000762,0.250295878155157,0.749704121844843,"KC",27,21,"LAC",FALSE
"2025_01_TB_ATL","ATL","TB",-0.0246610569213534,0.442784256559767,4.20152652960729,0.0162945081472541,0.0323469824219981,0.456000859568067,4.3806465657995,0.0137673425827108,-0.0570080393433515,-0.0132166030083003,-0.179120036192211,0.00252716556454329,0.260132714174688,0.739867285825312,"TB",20,23,"TB",TRUE
"2025_01_CIN_CLE","CLE","CIN",-0.0648381356081337,0.414558773034222,3.94016003711005,0.018005698005698,0.0269283548308645,0.459712961916601,4.18465941614196,0.0141541226690631,-0.0917664904389982,-0.0451541888823785,-0.244499379031903,0.00385157533663487,0.250146477075759,0.749853522924241,"CIN",16,17,"CIN",TRUE
"2025_01_MIA_IND","IND","MIA",-0.00646622925378473,0.444497550483929,4.24183006535948,0.0162649887213582,0.00146630600918314,0.448505385453225,4.26937224129475,0.0167107477759077,-0.00793253526296786,-0.00400783496929641,-0.0275421759352747,-0.000445759054549483,0.698665291070938,0.301334708929062,"IND",33,8,"IND",TRUE
"2025_01_CAR_JAX","JAX","CAR",-0.0134969635943272,0.442601587489634,4.11988479539182,0.0183875530410184,-0.057370200580685,0.430196990089318,3.82022054268368,0.0170544524302595,0.0438732369863579,0.0124045974003154,0.299664252708133,0.00133310061075892,0.74894767999649,0.25105232000351,"JAX",26,10,"JAX",TRUE
"2025_01_LV_NE","NE","LV",-0.0316036006925719,0.444192431658112,4.13384113166485,0.0173211531617036,-0.0483958393801111,0.435959990241522,4.07254974663206,0.0185612034453476,0.0167922386875392,0.00823244141658919,0.0612913850327921,-0.00124005028364392,0.742682546377182,0.257317453622818,"NE",13,20,"LV",FALSE
"2025_01_ARI_NO","NO","ARI",-0.0471066235824416,0.431934371656165,4.10307043949428,0.0146554780758776,-0.0111825944722607,0.441670555296314,4.17971151572476,0.0141564168020422,-0.0359240291101809,-0.00973618364014905,-0.0766410762304766,0.000499061273835318,0.328304097056389,0.671695902943611,"ARI",13,20,"ARI",TRUE
"2025_01_PIT_NYJ","NYJ","PIT",-0.0897729200332247,0.412631578947368,3.69141065830721,0.0177405445361587,-0.0214518915871904,0.432562952742325,3.91918367346939,0.0130062749572162,-0.0683210284460343,-0.0199313737949565,-0.227773015162178,0.00473426957894248,0.251617439556867,0.748382560443133,"PIT",32,34,"PIT",TRUE
"2025_01_NYG_WAS","WAS","NYG",-0.0100884216372913,0.445845272206304,4.04357425052289,0.0167635990420801,-0.0566224143688683,0.419798458802608,3.78365384615385,0.0150996814910935,0.046533992731577,0.0260468134036955,0.259920404369045,0.00166391755098651,0.749006569385529,0.250993430614471,"WAS",21,6,"WAS",TRUE
"2025_01_TEN_DEN","DEN","TEN",-0.0234766567778631,0.426314548455553,4.02808317399618,0.0158246395498769,-0.0276068580386039,0.434583934583935,3.93421052631579,0.015527950310559,0.00413020126074082,-0.00826938612838163,0.0938726476803868,0.000296689239317914,0.717385560274124,0.282614439725876,"DEN",20,12,"DEN",TRUE
"2025_01_SF_SEA","SEA","SF",0.031626689576511,0.465149359886202,4.34166266218164,0.0142570990927301,0.0472092393827463,0.470634211701653,4.67100792751982,0.0173064122476148,-0.0155825498062353,-0.00548485181545055,-0.329345265338175,-0.00304931315488476,0.690033227205276,0.309966772794724,"SEA",13,17,"SF",FALSE
"2025_01_DET_GB","GB","DET",0.0700371541394731,0.471662981496567,4.56798297469851,0.0119006354708261,0.0375197136932062,0.460653474459273,4.58561923660558,0.0134903395449869,0.0325174404462669,0.0110095070372941,-0.0176362619070698,-0.00158970407416074,0.747279673814774,0.252720326185226,"GB",27,13,"GB",TRUE
"2025_01_HOU_LA","LA","HOU",0.0120455516850395,0.459982601130926,4.41393758959091,0.013935400237658,-0.0408121691289122,0.417244567730005,4.02365339578454,0.0145943461273271,0.0528577208139516,0.0427380334009219,0.390284193806371,-0.000658945889669062,0.749473303556442,0.250526696443558,"LA",14,9,"LA",TRUE
"2025_01_BAL_BUF","BUF","BAL",0.0985826462808477,0.487062566277837,4.66903531438415,0.0145232582614186,0.0537050187605786,0.469784909525435,4.59785368105239,0.0149152542372881,0.0448776275202691,0.0172776567524014,0.0711816333317632,-0.000391995975869489,0.748937547206879,0.251062452793121,"BUF",41,40,"BUF",TRUE
"2025_01_MIN_CHI","CHI","MIN",-0.0331434552779648,0.426430996137188,3.97648735304596,0.0153667054714785,-0.0146640261847865,0.440675963129284,4.27284688995215,0.0175046992481203,-0.0184794290931784,-0.0142449669920955,-0.296359536906197,-0.00213799377664184,0.570346862077713,0.429653137922287,"CHI",24,27,"MIN",FALSE
"2025_02_WAS_GB","GB","WAS",0.0700371541394731,0.471662981496567,4.56798297469851,0.0119006354708261,-0.0100884216372913,0.445845272206304,4.04357425052289,0.0167635990420801,0.0801255757767644,0.0258177092902633,0.524408724175619,-0.00486296357125394,0.749931514263153,0.250068485736847,"GB",27,18,"GB",TRUE
"2025_02_CLE_BAL","BAL","CLE",0.0537050187605786,0.469784909525435,4.59785368105239,0.0149152542372881,-0.0648381356081337,0.414558773034222,3.94016003711005,0.018005698005698,0.118543154368712,0.055226136491213,0.657693643942334,-0.00309044376840987,0.749997675418854,0.250002324581146,"BAL",41,17,"BAL",TRUE
"2025_02_JAX_CIN","CIN","JAX",0.0269283548308645,0.459712961916601,4.18465941614196,0.0141541226690631,-0.0134969635943272,0.442601587489634,4.11988479539182,0.0183875530410184,0.0404253184251917,0.0171113744269669,0.0647746207501418,-0.00423343037195526,0.748380094766617,0.251619905233383,"CIN",31,27,"CIN",TRUE
"2025_02_NYG_DAL","DAL","NYG",0.0317798450601983,0.460626029654036,4.34685236768802,0.015174672489083,-0.0566224143688683,0.419798458802608,3.78365384615385,0.0150996814910935,0.0884022594290667,0.0408275708514281,0.563198521534176,7.49909979894207e-05,0.749966144561768,0.250033855438232,"DAL",40,37,"DAL",TRUE
"2025_02_CHI_DET","DET","CHI",0.0375197136932062,0.460653474459273,4.58561923660558,0.0134903395449869,-0.0331434552779648,0.426430996137188,3.97648735304596,0.0153667054714785,0.070663168971171,0.0342224783220846,0.609131883559623,-0.00187636592649161,0.749868482351303,0.250131517648697,"DET",52,21,"DET",TRUE
"2025_02_NE_MIA","MIA","NE",0.00146630600918314,0.448505385453225,4.26937224129475,0.0167107477759077,-0.0316036006925719,0.444192431658112,4.13384113166485,0.0173211531617036,0.0330699067017551,0.00431295379511371,0.135531109629899,-0.000610405385795973,0.747723311185837,0.252276688814163,"MIA",27,33,"NE",FALSE
"2025_02_SF_NO","NO","SF",-0.0471066235824416,0.431934371656165,4.10307043949428,0.0146554780758776,0.0472092393827463,0.470634211701653,4.67100792751982,0.0173064122476148,-0.0943158629651879,-0.038699840045488,-0.567937488025538,-0.00265093417173727,0.250182900897926,0.749817099102074,"SF",21,26,"SF",TRUE
"2025_02_BUF_NYJ","NYJ","BUF",-0.0897729200332247,0.412631578947368,3.69141065830721,0.0177405445361587,0.0985826462808477,0.487062566277837,4.66903531438415,0.0145232582614186,-0.188355566314072,-0.0744309873304683,-0.977624656076942,0.00321728627474003,0.250000030569698,0.749999969430302,"BUF",10,30,"BUF",TRUE
"2025_02_SEA_PIT","PIT","SEA",-0.0214518915871904,0.432562952742325,3.91918367346939,0.0130062749572162,0.031626689576511,0.465149359886202,4.34166266218164,0.0142570990927301,-0.0530785811637013,-0.0325864071438771,-0.422478988712256,-0.00125082413551386,0.261524625122547,0.738475374877453,"SEA",17,31,"SEA",TRUE
"2025_02_LA_TEN","TEN","LA",-0.0276068580386039,0.434583934583935,3.93421052631579,0.015527950310559,0.0120455516850395,0.459982601130926,4.41393758959091,0.013935400237658,-0.0396524097236434,-0.0253986665469919,-0.479727063275125,0.00159255007290102,0.310683909803629,0.689316090196371,"LA",19,33,"LA",TRUE
"2025_02_CAR_ARI","ARI","CAR",-0.0111825944722607,0.441670555296314,4.17971151572476,0.0141564168020422,-0.057370200580685,0.430196990089318,3.82022054268368,0.0170544524302595,0.0461876061084243,0.0114735652069951,0.359490973041075,-0.00289803562821723,0.749140381813049,0.250859618186951,"ARI",27,22,"ARI",TRUE
"2025_02_DEN_IND","IND","DEN",-0.00646622925378473,0.444497550483929,4.24183006535948,0.0162649887213582,-0.0234766567778631,0.426314548455553,4.02808317399618,0.0158246395498769,0.0170104275240784,0.0181830020283759,0.213746891363301,0.000440349171481266,0.741164594888687,0.258835405111313,"IND",29,28,"IND",TRUE
"2025_02_PHI_KC","KC","PHI",0.0801877463910782,0.480596088171375,4.56825097051726,0.0136648515360115,0.0330992112869738,0.450696619505346,4.28943908851884,0.0134105782641347,0.0470885351041044,0.0298994686660292,0.278811881998417,0.000254273271876757,0.749045997858047,0.250954002141953,"KC",17,20,"PHI",FALSE
"2025_02_ATL_MIN","MIN","ATL",-0.0146640261847865,0.440675963129284,4.27284688995215,0.0175046992481203,-0.0246610569213534,0.442784256559767,4.20152652960729,0.0162945081472541,0.00999703073656694,-0.00210829343048291,0.0713203603448651,0.00121019110086623,0.736236870288849,0.263763129711151,"MIN",6,22,"ATL",FALSE
"2025_02_TB_HOU","HOU","TB",-0.0408121691289122,0.417244567730005,4.02365339578454,0.0145943461273271,0.0323469824219981,0.456000859568067,4.3806465657995,0.0137673425827108,-0.0731591515509103,-0.0387562918380625,-0.356993170014956,0.000827003544616272,0.25096124317497,0.74903875682503,"TB",19,20,"TB",TRUE
"2025_02_LAC_LV","LV","LAC",-0.0483958393801111,0.435959990241522,4.07254974663206,0.0185612034453476,-0.0102479865610918,0.43659729330149,4.20592985694509,0.0131206877050107,-0.0381478528190193,-0.000637303059967509,-0.133380110313025,0.00544051574033682,0.32428228110075,0.67571771889925,"LAC",9,20,"LAC",TRUE
"2025_03_MIA_BUF","BUF","MIA",0.0985826462808477,0.487062566277837,4.66903531438415,0.0145232582614186,0.00146630600918314,0.448505385453225,4.26937224129475,0.0167107477759077,0.0971163402716645,0.0385571808246115,0.3996630730894,-0.00218748951448902,0.749981760978699,0.250018239021301,"BUF",31,21,"BUF",TRUE
"2025_03_ATL_CAR","CAR","ATL",-0.057370200580685,0.430196990089318,3.82022054268368,0.0170544524302595,-0.0246610569213534,0.442784256559767,4.20152652960729,0.0162945081472541,-0.0327091436593316,-0.0125872664704483,-0.381305986923606,0.000759944283005399,0.365951955318451,0.634048044681549,"ATL",30,0,"CAR",FALSE
"2025_03_GB_CLE","CLE","GB",-0.0648381356081337,0.414558773034222,3.94016003711005,0.018005698005698,0.0700371541394731,0.471662981496567,4.56798297469851,0.0119006354708261,-0.134875289747607,-0.0571042084623447,-0.627822937588455,0.00610506253487189,0.250003739985459,0.749996260014541,"GB",13,10,"CLE",FALSE
"2025_03_HOU_JAX","JAX","HOU",-0.0134969635943272,0.442601587489634,4.11988479539182,0.0183875530410184,-0.0408121691289122,0.417244567730005,4.02365339578454,0.0145943461273271,0.027315205534585,0.0253570197596293,0.0962313996072721,0.00379320691369134,0.745462536811829,0.254537463188171,"JAX",17,10,"JAX",TRUE
"2025_03_CIN_MIN","MIN","CIN",-0.0146640261847865,0.440675963129284,4.27284688995215,0.0175046992481203,0.0269283548308645,0.459712961916601,4.18465941614196,0.0141541226690631,-0.041592381015651,-0.0190369987873169,0.088187473810196,0.00335057657905717,0.29159789904952,0.70840210095048,"CIN",48,10,"MIN",FALSE
"2025_03_PIT_NE","NE","PIT",-0.0316036006925719,0.444192431658112,4.13384113166485,0.0173211531617036,-0.0214518915871904,0.432562952742325,3.91918367346939,0.0130062749572162,-0.0101517091053816,0.0116294789157866,0.214657458195465,0.00431487820448744,0.675891429185867,0.324108570814133,"NE",14,21,"PIT",FALSE
"2025_03_LA_PHI","PHI","LA",0.0330992112869738,0.450696619505346,4.28943908851884,0.0134105782641347,0.0120455516850395,0.459982601130926,4.41393758959091,0.013935400237658,0.0210536596019344,-0.00928598162558031,-0.124498501072072,-0.000524821973523239,0.74368804693222,0.25631195306778,"PHI",33,26,"PHI",TRUE
"2025_03_NYJ_TB","TB","NYJ",0.0323469824219981,0.456000859568067,4.3806465657995,0.0137673425827108,-0.0897729200332247,0.412631578947368,3.69141065830721,0.0177405445361587,0.122119902455223,0.0433692806206987,0.689235907492289,-0.0039732019534479,0.749998271465302,0.250001728534698,"TB",29,27,"TB",TRUE
"2025_03_IND_TEN","TEN","IND",-0.0276068580386039,0.434583934583935,3.93421052631579,0.015527950310559,-0.00646622925378473,0.444497550483929,4.24183006535948,0.0162649887213582,-0.0211406287848192,-0.00991361589999423,-0.307619539043688,-0.00073703841079918,0.555820524692535,0.444179475307465,"TEN",20,41,"IND",FALSE
"2025_03_LV_WAS","WAS","LV",-0.0100884216372913,0.445845272206304,4.04357425052289,0.0167635990420801,-0.0483958393801111,0.435959990241522,4.07254974663206,0.0185612034453476,0.0383074177428198,0.00988528196478139,-0.0289754961091697,-0.00179760440326751,0.748230904340744,0.251769095659256,"WAS",41,24,"WAS",TRUE
"2025_03_DEN_LAC","LAC","DEN",-0.0102479865610918,0.43659729330149,4.20592985694509,0.0131206877050107,-0.0234766567778631,0.426314548455553,4.02808317399618,0.0158246395498769,0.0132286702167713,0.0102827448459369,0.17784668294891,-0.00270395184486617,0.736963421106339,0.263036578893661,"LAC",23,20,"LAC",TRUE
"2025_03_NO_SEA","SEA","NO",0.031626689576511,0.465149359886202,4.34166266218164,0.0142570990927301,-0.0471066235824416,0.431934371656165,4.10307043949428,0.0146554780758776,0.0787333131589526,0.0332149882300374,0.238592222687362,-0.000398378983147497,0.749922871589661,0.250077128410339,"SEA",44,13,"SEA",TRUE
"2025_03_DAL_CHI","CHI","DAL",-0.0331434552779648,0.426430996137188,3.97648735304596,0.0153667054714785,0.0317798450601983,0.460626029654036,4.34685236768802,0.015174672489083,-0.0649233003381632,-0.0341950335168479,-0.370365014642066,0.000192032982395495,0.252743566175923,0.747256433824077,"DAL",31,14,"CHI",FALSE
